# SIMULACION DE COLISIONES MULTIPLES
# Practica 5 - Informatica II
#
# Box: 800 x 600
# Tiempo: 5.81 s
# Particulas activas: 2/2
# Total colisiones: 4
#
# OBSTACULOS
obstaculo,0,300,250,200,100
#
# TRAYECTORIAS DE PARTICULAS
# Formato: trayectoria,tiempo,id,x,y,vx,vy,masa,activa
trayectoria,1.76,0,246.75,300,-105,0,1,1
trayectoria,1.76,1,553.25,300,105,0,1,1
trayectoria,1.77,0,245.7,300,-105,0,1,1
trayectoria,1.77,1,554.3,300,105,0,1,1
trayectoria,1.78,0,244.65,300,-105,0,1,1
trayectoria,1.78,1,555.35,300,105,0,1,1
trayectoria,1.79,0,243.6,300,-105,0,1,1
trayectoria,1.79,1,556.4,300,105,0,1,1
trayectoria,1.8,0,242.55,300,-105,0,1,1
trayectoria,1.8,1,557.45,300,105,0,1,1
trayectoria,1.81,0,241.5,300,-105,0,1,1
trayectoria,1.81,1,558.5,300,105,0,1,1
trayectoria,1.82,0,240.45,300,-105,0,1,1
trayectoria,1.82,1,559.55,300,105,0,1,1
trayectoria,1.83,0,239.4,300,-105,0,1,1
trayectoria,1.83,1,560.6,300,105,0,1,1
trayectoria,1.84,0,238.35,300,-105,0,1,1
trayectoria,1.84,1,561.65,300,105,0,1,1
trayectoria,1.85,0,237.3,300,-105,0,1,1
trayectoria,1.85,1,562.7,300,105,0,1,1
trayectoria,1.86,0,236.25,300,-105,0,1,1
trayectoria,1.86,1,563.75,300,105,0,1,1
trayectoria,1.87,0,235.2,300,-105,0,1,1
trayectoria,1.87,1,564.8,300,105,0,1,1
trayectoria,1.88,0,234.15,300,-105,0,1,1
trayectoria,1.88,1,565.85,300,105,0,1,1
trayectoria,1.89,0,233.1,300,-105,0,1,1
trayectoria,1.89,1,566.9,300,105,0,1,1
trayectoria,1.9,0,232.05,300,-105,0,1,1
trayectoria,1.9,1,567.95,300,105,0,1,1
trayectoria,1.91,0,231,300,-105,0,1,1
trayectoria,1.91,1,569,300,105,0,1,1
trayectoria,1.92,0,229.95,300,-105,0,1,1
trayectoria,1.92,1,570.05,300,105,0,1,1
trayectoria,1.93,0,228.9,300,-105,0,1,1
trayectoria,1.93,1,571.1,300,105,0,1,1
trayectoria,1.94,0,227.85,300,-105,0,1,1
trayectoria,1.94,1,572.15,300,105,0,1,1
trayectoria,1.95,0,226.8,300,-105,0,1,1
trayectoria,1.95,1,573.2,300,105,0,1,1
trayectoria,1.96,0,225.75,300,-105,0,1,1
trayectoria,1.96,1,574.25,300,105,0,1,1
trayectoria,1.97,0,224.7,300,-105,0,1,1
trayectoria,1.97,1,575.3,300,105,0,1,1
trayectoria,1.98,0,223.65,300,-105,0,1,1
trayectoria,1.98,1,576.35,300,105,0,1,1
trayectoria,1.99,0,222.6,300,-105,0,1,1
trayectoria,1.99,1,577.4,300,105,0,1,1
trayectoria,2,0,221.55,300,-105,0,1,1
trayectoria,2,1,578.45,300,105,0,1,1
trayectoria,2.01,0,220.5,300,-105,0,1,1
trayectoria,2.01,1,579.5,300,105,0,1,1
trayectoria,2.02,0,219.45,300,-105,0,1,1
trayectoria,2.02,1,580.55,300,105,0,1,1
trayectoria,2.03,0,218.4,300,-105,0,1,1
trayectoria,2.03,1,581.6,300,105,0,1,1
trayectoria,2.04,0,217.35,300,-105,0,1,1
trayectoria,2.04,1,582.65,300,105,0,1,1
trayectoria,2.05,0,216.3,300,-105,0,1,1
trayectoria,2.05,1,583.7,300,105,0,1,1
trayectoria,2.06,0,215.25,300,-105,0,1,1
trayectoria,2.06,1,584.75,300,105,0,1,1
trayectoria,2.07,0,214.2,300,-105,0,1,1
trayectoria,2.07,1,585.8,300,105,0,1,1
trayectoria,2.08,0,213.15,300,-105,0,1,1
trayectoria,2.08,1,586.85,300,105,0,1,1
trayectoria,2.09,0,212.1,300,-105,0,1,1
trayectoria,2.09,1,587.9,300,105,0,1,1
trayectoria,2.1,0,211.05,300,-105,0,1,1
trayectoria,2.1,1,588.95,300,105,0,1,1
trayectoria,2.11,0,210,300,-105,0,1,1
trayectoria,2.11,1,590,300,105,0,1,1
trayectoria,2.12,0,208.95,300,-105,0,1,1
trayectoria,2.12,1,591.05,300,105,0,1,1
trayectoria,2.13,0,207.9,300,-105,0,1,1
trayectoria,2.13,1,592.1,300,105,0,1,1
trayectoria,2.14,0,206.85,300,-105,0,1,1
trayectoria,2.14,1,593.15,300,105,0,1,1
trayectoria,2.15,0,205.8,300,-105,0,1,1
trayectoria,2.15,1,594.2,300,105,0,1,1
trayectoria,2.16,0,204.75,300,-105,0,1,1
trayectoria,2.16,1,595.25,300,105,0,1,1
trayectoria,2.17,0,203.7,300,-105,0,1,1
trayectoria,2.17,1,596.3,300,105,0,1,1
trayectoria,2.18,0,202.65,300,-105,0,1,1
trayectoria,2.18,1,597.35,300,105,0,1,1
trayectoria,2.19,0,201.6,300,-105,0,1,1
trayectoria,2.19,1,598.4,300,105,0,1,1
trayectoria,2.2,0,200.55,300,-105,0,1,1
trayectoria,2.2,1,599.45,300,105,0,1,1
trayectoria,2.21,0,199.5,300,-105,0,1,1
trayectoria,2.21,1,600.5,300,105,0,1,1
trayectoria,2.22,0,198.45,300,-105,0,1,1
trayectoria,2.22,1,601.55,300,105,0,1,1
trayectoria,2.23,0,197.4,300,-105,0,1,1
trayectoria,2.23,1,602.6,300,105,0,1,1
trayectoria,2.24,0,196.35,300,-105,0,1,1
trayectoria,2.24,1,603.65,300,105,0,1,1
trayectoria,2.25,0,195.3,300,-105,0,1,1
trayectoria,2.25,1,604.7,300,105,0,1,1
trayectoria,2.26,0,194.25,300,-105,0,1,1
trayectoria,2.26,1,605.75,300,105,0,1,1
trayectoria,2.27,0,193.2,300,-105,0,1,1
trayectoria,2.27,1,606.8,300,105,0,1,1
trayectoria,2.28,0,192.15,300,-105,0,1,1
trayectoria,2.28,1,607.85,300,105,0,1,1
trayectoria,2.29,0,191.1,300,-105,0,1,1
trayectoria,2.29,1,608.9,300,105,0,1,1
trayectoria,2.3,0,190.05,300,-105,0,1,1
trayectoria,2.3,1,609.95,300,105,0,1,1
trayectoria,2.31,0,189,300,-105,0,1,1
trayectoria,2.31,1,611,300,105,0,1,1
trayectoria,2.32,0,187.95,300,-105,0,1,1
trayectoria,2.32,1,612.05,300,105,0,1,1
trayectoria,2.33,0,186.9,300,-105,0,1,1
trayectoria,2.33,1,613.1,300,105,0,1,1
trayectoria,2.34,0,185.85,300,-105,0,1,1
trayectoria,2.34,1,614.15,300,105,0,1,1
trayectoria,2.35,0,184.8,300,-105,0,1,1
